4,1,511.09,137.16,81.68,150.72,1,-1,-1,-1
5,1,510.40,137.15,82.44,152.42,1,-1,-1,-1
6,1,509.28,137.26,84.09,155.79,1,-1,-1,-1
7,1,509.01,137.30,84.50,156.88,1,-1,-1,-1
8,1,507.79,138.07,84.96,158.12,1,-1,-1,-1
9,1,505.45,138.78,86.74,161.78,1,-1,-1,-1
10,1,504.72,139.01,87.21,163.00,1,-1,-1,-1
11,1,502.76,139.79,89.07,166.93,1,-1,-1,-1
12,1,501.18,140.62,89.95,168.85,1,-1,-1,-1
13,1,500.65,140.93,90.14,169.49,1,-1,-1,-1
14,1,499.93,141.42,91.09,171.68,1,-1,-1,-1
15,1,498.20,142.60,92.65,174.98,1,-1,-1,-1
16,1,497.65,143.04,93.11,176.16,1,-1,-1,-1
17,1,495.23,143.72,95.52,181.13,1,-1,-1,-1
18,1,494.26,144.73,96.45,183.05,1,-1,-1,-1
19,1,493.94,145.10,96.71,183.70,1,-1,-1,-1
20,1,493.13,146.04,98.22,186.76,1,-1,-1,-1
21,1,490.22,146.59,101.06,192.61,1,-1,-1,-1
22,1,489.21,146.76,101.99,194.80,1,-1,-1,-1
23,1,486.47,148.19,104.29,199.25,1,-1,-1,-1
24,1,484.59,148.82,106.00,202.72,1,-1,-1,-1
25,1,483.93,149.08,106.55,203.93,1,-1,-1,-1
26,1,482.65,149.39,107.72,206.59,1,-1,-1,-1
27,1,479.08,149.77,110.93,212.77,1,-1,-1,-1
28,1,477.76,149.89,112.09,215.01,1,-1,-1,-1
29,1,475.87,150.46,114.05,219.00,1,-1,-1,-1
30,1,472.85,152.05,117.20,225.46,1,-1,-1,-1
31,1,471.80,152.62,118.24,227.84,1,-1,-1,-1
32,1,467.07,154.00,123.49,239.02,1,-1,-1,-1
33,1,465.05,154.58,125.39,243.43,1,-1,-1,-1
34,1,464.41,154.79,125.87,245.03,1,-1,-1,-1
35,1,463.22,155.66,126.60,246.82,1,-1,-1,-1
36,1,460.13,157.31,129.75,253.17,1,-1,-1,-1
37,1,458.98,157.93,130.88,255.52,1,-1,-1,-1
38,1,456.76,159.12,132.94,259.80,1,-1,-1,-1
39,1,451.69,160.26,137.17,268.37,1,-1,-1,-1
40,1,449.85,160.69,138.65,271.52,1,-1,-1,-1
41,1,445.37,161.71,142.83,280.29,1,-1,-1,-1
42,1,442.21,163.20,146.00,286.95,1,-1,-1,-1
43,1,441.12,163.76,147.03,289.39,1,-1,-1,-1
44,1,438.04,163.82,149.49,294.60,1,-1,-1,-1
45,1,430.56,165.69,158.65,313.31,1,-1,-1,-1
46,1,424.96,166.74,164.44,325.68,1,-1,-1,-1
47,1,420.35,167.66,168.94,335.27,1,-1,-1,-1
48,1,418.73,168.00,170.43,338.85,1,-1,-1,-1
49,1,415.86,167.77,173.47,345.28,1,-1,-1,-1
50,1,435.89,169.14,147.87,289.83,1,-1,-1,-1
51,1,444.10,169.63,137.75,266.32,1,-1,-1,-1
52,1,443.35,170.95,138.98,266.40,1,-1,-1,-1
52,2,401.46,393.77,167.87,156.17,1,-1,-1,-1
53,1,406.77,173.34,183.63,353.80,1,-1,-1,-1
53,2,398.50,396.82,171.90,159.92,1,-1,-1,-1
