2.0,1.0,513.0,136.0,79.0,147.0,1,-1,-1,-1
3.0,1.0,512.572339949873,137.8234883681405,77.85551986054156,148.35252386299987,1,-1,-1,-1
5.0,1.0,512.0117150505502,137.636621193206,78.03960908298063,150.64561832610167,1,-1,-1,-1
6.0,1.0,510.56861291321684,137.59006549353813,79.953510532358,154.23371457634255,1,-1,-1,-1
7.0,1.0,509.9843726272418,137.2534384126091,80.85571872316928,155.9021814452858,1,-1,-1,-1
8.0,1.0,508.95907963303796,137.99848891738736,81.42387778122793,157.50201846183194,1,-1,-1,-1
9.0,1.0,506.875393309127,139.11428811228734,83.01316486734294,160.44444077835522,1,-1,-1,-1
10.0,1.0,505.9526407548153,138.631763062179,83.97428814212753,162.47806043877205,1,-1,-1,-1
11.0,1.0,503.910700192406,140.14887351640036,85.74988081708943,165.82455743034316,1,-1,-1,-1
12.0,1.0,501.7708180502174,140.35658769595233,87.2085625080465,168.32823777862387,1,-1,-1,-1
13.0,1.0,500.8152232038362,140.07121418407428,88.12490690912858,169.86426309411274,1,-1,-1,-1
14.0,1.0,500.50642590114774,140.86474619799554,89.09248159893923,171.8505656523684,1,-1,-1,-1
15.0,1.0,498.60584048309136,142.1216959350353,90.42550209546312,174.54780547649926,1,-1,-1,-1
16.0,1.0,497.7425048518201,142.65159443284668,91.27057829811412,176.0005766680325,1,-1,-1,-1
17.0,1.0,495.79942150849496,143.90951516011455,92.89524770477766,179.59384327680357,1,-1,-1,-1
18.0,1.0,494.5643044552438,144.86988417969647,94.55952460848175,181.84063205300467,1,-1,-1,-1
19.0,1.0,493.8620769334624,144.38407750625828,95.70757364916085,183.6117532898582,1,-1,-1,-1
20.0,1.0,493.1211901195834,145.86715867899517,97.13716052563313,186.08292552514814,1,-1,-1,-1
21.0,1.0,490.97560850621534,147.3922222003556,98.82665382216311,190.22412998022577,1,-1,-1,-1
22.0,1.0,489.93432981735367,147.2626537144368,99.96387150084314,193.0864921579227,1,-1,-1,-1
23.0,1.0,486.99008109908095,148.7934860859366,102.26262021662819,196.77866885691628,1,-1,-1,-1
24.0,1.0,485.0421223631437,149.26877549570975,104.18791052794631,200.22485192787684,1,-1,-1,-1
25.0,1.0,484.02758909731176,148.85268017921032,105.51894501629431,202.59210138225512,1,-1,-1,-1
26.0,1.0,482.79211346442946,149.47072419562627,106.46611423996,205.07877387370618,1,-1,-1,-1
27.0,1.0,479.32703690134053,150.7680616856327,108.94315369065862,209.6556256725915,1,-1,-1,-1
28.0,1.0,477.645877924228,150.476984474012,110.66747973367342,212.8300276929633,1,-1,-1,-1
29.0,1.0,476.2678274434651,151.3547629168285,112.20493983272195,216.50040737590925,1,-1,-1,-1
30.0,1.0,474.08673278018614,153.56938198150993,114.19998550787614,221.18616722057845,1,-1,-1,-1
31.0,1.0,472.9748516476727,153.58056166364292,115.58092946141869,224.4826409324554,1,-1,-1,-1
32.0,1.0,469.27496127288714,157.15231863639542,118.14350541970384,231.5168622187109,1,-1,-1,-1
33.0,1.0,467.0325970409278,157.43255565994832,120.19722304935789,236.83304008532548,1,-1,-1,-1
34.0,1.0,465.8925831612071,156.5788531212243,121.61856014513842,240.59654533045068,1,-1,-1,-1
